,label,title,title2
273,7,cinco-cursos-nuevos-en-udacity-software-testing-algoritmos-fisica-estadistica-y-logica-matematicas-discretas-2.md,"Cinco cursos nuevos en Udacity: Software Testing, Algoritmos, Física, Estadística y Lógica & matemáticas discretas"
212,7,the-power-of-predictive-analytics.markdown,Guía Gratuita: The Power of Predictive Analytics
209,7,nueva-guia-4-key-recommendations-cloud-integration.md,Nueva guía: 4 Key Recommendations for Cloud Integration
207,7,google-y-su-humor-en-la-documentacion-de-android.md,Google y su humor en la documentación de Android
206,7,nueva-guia-your-guide-to-google-analytics.md,Nueva Guía: Your Guide to Google Analytics
205,7,nueva-guia-bootstrap-programming-cookbook.markdown,Guía gratuita - Bootstrap Programming Cookbook
194,7,nueva-guia-system-administration-and-security-salary-and-skills-report.markdown,Nueva Guía: System Administration & Security - Salary & Skills Report
175,7,nuevos-cursos-disponibles-en-udacity-la-universidad-online-gratuita.md,"Nuevos Cursos disponibles en Udacity, la universidad online gratuita"
144,7,nueva-guia-computer-inside-your-computer-how-to-use-virtualbox.md,Nueva Guía: Computer Inside Your Computer: How To Use VirtualBox
140,7,how-to-convert-column-to-vectorudt-densevector-spark.en.md,How to convert a column to VectorUDT/DenseVector in Spark
133,7,libro-gratuito-python-programming-cookbook.markdown,Guía Gratuita - Python Programming Cookbook
224,7,nueva-guia-computer-and-hacking-forensics-free-video-training-course.markdown,Nueva Guía: Computer and Hacking Forensics - FREE Video Training Course
130,7,how-to-parse-frontmatter-with-python.en.md,How to parse frontmatter with python
127,7,nueva-guia-preserving-your-privacy-in-windows-10.markdown,Nueva Guía: Preserving Your Privacy in Windows 10
120,7,nueva-guia-how-internet-works.md,Nueva guía: How the internet works
112,7,citas-clasicas-de-programacion.md,22 Citas clásicas de programación
84,7,nueva-guia-big-security-for-big-data.md,Nueva Guía: Big Security for Big Data
76,7,resources-channels-podcast-to-learn-math.md,13 recursos / canales / podcasts sobre matemáticas
63,7,bash-syntax-highlighted-script.en.md,Bash syntax highlighted script
50,7,liberada-la-version-10-de-htop.md,Liberada la versión 1.0 de htop
42,7,history-of-cryptography.md,Nueva guía: History of cryptography
26,7,nueva-guia-faq-guide-windows-7.md,Nueva guía: FAQ Guide: Windows 7 Migrations Are the Time to Lockdown PCs
19,7,nueva-guia-8-steps-to-building-mobile-apps-fast-in-the-cloud.md,Nueva guía: 8 Steps to Building Mobile Apps Fast in the Cloud
128,7,resources-channels-blogs-podcast-about-computer-science-security-data-science.md,"54 Blogs / Canales / Podcast sobre informática, Data Science y Seguridad"
236,7,libro-gratuito-spring-data-programming-cookbook.markdown,Guía Gratuita - Spring Data Programming Cookbook
139,7,buscar-archivos-con-locate-mediante-expresiones-regulares-complejas.en.md,How to search files with locate using regular expressions.
253,7,5-lightweight-linux-distros-ideal-for-an-intel-atom-processor-pc.markdown,Guía Gratuita: 5 Lightweight Linux Distros Ideal for an Intel Atom Processor PC
255,7,apache-maven-cookbook.markdown,'Libro Gratuito: Apache Maven Cookbook'
246,7,resources-blogs-podcast-youtube-channels-about-science.en.md,21 Podcasts / Youtube Channels / Blogs about Science
247,7,resources-blogs-podcast-youtube-channels-about-science.md,21 Podcasts / Canales de Youtube / Blogs sobre Ciencia
267,7,descargar-apache-hadoop-cookbook.markdown,Nueva Guía: Apache Hadoop Cookbook
266,7,recommended-books.en.md,Recommended Books
230,8,lenguaje-definicion-de-datos-ddl_27.md,Lenguaje Definición de Datos (DDL) - Sinónimos y Pseudocolumnas
567,8,consulta-de-datos-clausula-select.md,Consulta de Datos - Cláusula Select
99,8,consulta-de-datos-operadores-union-all.md,"Consulta de Datos - Operadores UNION [ALL], INTERSECT, MINUS."
37,8,consulta-de-datos-clausula-group-by.md,Consulta de Datos - Cláusula GROUP BY
293,8,consulta-de-datos-clausula-where.md,Consulta de Datos - Cláusula WHERE
46,8,lenguaje-definicion-de-datosddl-create.md,Lenguaje Definición de Datos(DDL) - CREATE
353,8,lenguaje-definicion-de-datos-ddl-vistas.md,Lenguaje Definición de Datos (DDL) - Vistas
59,8,tunning-basico-de-sql.md,Tunning básico de SQL
417,8,consulta-de-datos-subconsultas.md,Consulta de Datos. Subconsultas
357,8,diseno-de-bases-de-datos-i-conceptos.md,Diseño de Bases de Datos ( I ) - Conceptos del Modelo Relacional
92,8,lenguaje-definicion-de-datos-ddl-alter.md,Lenguaje Definición de Datos (DDL) - ALTER TABLE
518,8,plsql-disparadores-o-triggers.md,PL/SQL. Disparadores o Triggers
187,8,lenguaje-definicion-de-datos-ddl.md,Lenguaje Definición de Datos (DDL) - \xCDndices y secuencias
55,8,consulta-de-datos-clausula-from.md,Consulta de Datos - Cláusula FROM
276,8,consulta-de-datos-clausula-having-y.md,Consulta de Datos - Cláusula HAVING y ORDER BY
10,8,diseno-de-bases-de-datos-ii.md,Diseño de Bases de Datos ( II ) - Restricciones
394,8,lenguaje-definicion-de-datosddl-drop.md,Lenguaje Definición de Datos (DDL) - DROP
182,8,lenguaje-manipulacion-de-datos-dml.md,Lenguaje Manipulación de Datos (DML)
114,8,introduccion-base-de-datos.md,Introduccion a base de datos
249,9,chistes-de-informaticos.md,Chistes de informaticos - www.desmotivaciones.es
113,9,vinetas-geek-de-domingo-vi.md,Viñetas Geek de Domingo (VI)
97,9,vinetas-geek-de-domingo-xii.md,Viñetas Geek de Domingo (XII)
305,9,guerra-de-navegadores-humor.md,Guerra de navegadores [Humor]
201,9,vinetas-geek-de-domingo-iv.md,Viñetas Geek de Domingo (IV)
287,9,humor-grafico-informaticos-11.md,"Humor gráfico - Informáticos, Programadores, geek - 9GAG.COM Parte (I)"
237,9,humor-como-arreglar-una-computadora.md,"'[Humor]: Como arreglar una computadora (Windows, Linux o Mac OSX)'"
340,9,vinetas-geek-de-domingo-vii.md,Viñetas Geek de Domingo (VII)
339,9,vinetas-geek-de-domingo-viii.md,Viñetas Geek de Domingo (VIII)
100,9,humor-dos-videos-muy-geek-para-programadores.md,[HUMOR] Dos Vídeos muy geek para Programadores
64,9,la-recursividad-explicada-por-homer.md,"La recursividad, explicada por Homer Simpson"
211,9,vinetas-geek-de-domingo-3.md,Viñetas Geek de Domingo
559,9,vinetas-geek-de-domingo-ix.md,Viñetas Geek de Domingo (IX)
177,9,vinetas-geek-de-domingo-xiii.md,Viñetas Geek de Domingo (XIII)
488,9,nunca-lo-hagas-humor.md,\xA1Nunca lo hagas! [Humor]
28,9,vinetas-geek-de-domingo-v.md,Viñetas Geek de Domingo (V)
328,9,vinetas-geek-de-domingo-2.md,Viñetas Geek de Domingo
104,9,vinetas-geek-de-domingo.md,Viñetas geek de Domingo
574,9,vinetas-geek-de-domingo-xi.md,Viñetas Geek de Domingo (XI)
235,9,humor-grafico-informaticos.md,"Humor gráfico - Informáticos, Programadores, geeks - 9GAG.COM Parte (II)"
412,9,vinetas-geek-de-domingo-x.md,Viñetas Geek de Domingo (X)
32,9,tech-comics-geek-en-el-oculista-humor.md,Tech Comics: \u201CGeek en el oculista\u201D [HUMOR]
545,9,humor-grafico-informaticos-programadores-geek-9gag-com-parte-iii.md,"Humor gráfico - Informáticos, Programadores, geek&#8230; - 9GAG.COM Parte (III)"
491,10,expresiones-regulares-multilinea.markdown,Expresiones Regulares Multilínea
88,10,el-estado-de-wayland-aspirante.md,"El estado de Wayland, aspirante a reemplazar X.org"
89,10,ubuntu-funcionando-en-el-samsung-galaxy.md,Ubuntu funcionando en el Samsung Galaxy Tab
499,10,como-usar-adecuadamente-el-log-de-android-en-tus-aplicaciones.md,Cómo usar adecuadamente el Log de Android en tus aplicaciones
493,10,6-formas-usadas-por-los-cibercriminales-para-robar-o-vulnerar-credenciales-de-login.md,6 formas usadas por los cibercriminales para robar o vulnerar credenciales de login
505,10,iniciar-debian-desde-usb.md,Cómo instalar debian desde un USB
504,10,superordenador-de-barcelona-armandose-para-entrar-en-las-maquinas-mas-rapidas-del-mundo.md,Superordenador de Barcelona ARMándose para entrar en las máquinas más rápidas del mundo
502,10,introduccion-los-procesos.md,Introducción a los Procesos
86,10,encontrar-archivos-abiertos-en-linux.md,Encontrar archivos abiertos en Linux
494,10,se-puede-realmente-secuenciar-adn-con-un-dispositivo-usb.md,¿Se puede realmente secuenciar ADN con un dispositivo USB?
496,10,introduccion-html5.md,Introducción a HTML5
87,10,enlightenment-foundation-libraries-efl.md,Enlightenment Foundation Libraries (EFL)
501,10,logrando-el-anonimato-con-tor-parte-3-torbutton-y-tsocks.md,'Logrando el anonimato con Tor (Parte 3) : Torbutton y Tsocks'
498,10,basta-con-las-tablas-arcoiris-lo-que-necesitas-saber-sobre-esquemas-de-contrasenas-seguras.md,Basta con las Tablas Arcoiris: lo que necesitas saber sobre esquemas de contraseñas seguras
492,10,dominio-software-libre-no-oficial-42.md,Dominio software libre -no oficial- \u201C.42\u2033 disponible
495,10,tipos-de-gobernadores-en-las-cpus.md,Tipos de gobernadores en las CPUs
98,10,como-apagar-automaticamente-el-pc.md,Cómo apagar automáticamente el PC cuando las descargas finalicen
486,10,como-configurar-un-servidor-dns3.md,Cómo configurar un servidor DNS - Parte 3 (Zona Inversa y DNS secundario)
118,10,mejoras-para-el-proyecto-pylabra.md,Mejoras para el proyecto PyLabra
115,10,como-configurar-un-balanceador-de-carga-en-entornos-cloud.md,Cómo configurar un balanceador de carga en entornos cloud
457,10,grave-problema-en-upnp-que-afecta-a-81-millones-de-routers.md,Grave vulnerabilidad en UPnP que afecta a 81 millones de routers
256,10,how-to-convert-column-to-vectorudt-densevector-spark.md,Cómo convertir una columna a VectorUDT/DenseVector en Spark
459,10,cmo-cifar-un-usb-con-veracrypt.markdown,Cómo Cifar Un USB Con Veracrypt
460,10,como-empezar-programar-how-start.md,Cómo empezar a programar
111,10,5-razones-para-estar-entusiasmados-con-java-en-el-2013.md,5 Razones para estar entusiasmados con Java en el 2013
110,10,instalacion-optimizacion-servidor-web-nginx-iii.md,Instalación y optimización de un servidor web con Nginx (III)
109,10,ejemplo-pdoo-java.md,C++ y Java
466,10,rootear-samsung-galaxy-s-gt-i9003.md,Rootear Samsung Galaxy S GT-I9003
91,10,codigo-open-source-para-la-gente-por-la-gente.md,"Código Open Source: Para la gente, por la gente"
108,10,los-10-artculos-ms-visitados-de-2015.markdown,Los 10 Artículos Más Visitados De 2015
470,10,como-cambiar-la-resolucion-de-pantalla-en-las-ttys-de-gnulinux.md,Cómo cambiar la resolución de pantalla de las ttys y del GRUB en Linux
471,10,solucionar-fallo-de-segmentacion-en-php-cuando-se-usa-apc.md,Solucionar fallo de segmentación en PHP cuando se usa APC
102,10,recibir-alertas-de-correo-ssh.md,Recibir alertas de correo al acceder al  sistema mediante SSH
101,10,video-proyecto-wifibar-en-la-ultima.md,"[Vídeo] Proyecto WifiBar, en la última fase de desarrollo"
475,10,linea-cronologica-de-distribuciones.md,"Evolución de las distribuciones GNU/Linux, de 1992 a 2016"
82,10,el-token-de-seguridad-un-recurso-para-proteger-nuestras-cuenta.markdown,"El Token De Seguridad, Un Recurso Para Proteger Nuestras Cuenta"
480,10,estadisticas-del-blog-en-2011.md,Estadísticas del blog en 2011
96,10,cambiar-fondo-en-la-pantalla-de-login-en-debian-y-ubuntu.md,Cambiar fondo en la pantalla de login en Debian y Ubuntu
482,10,bloquear-una-ip-atacanto-el-servidor-mediante-iptables.md,Bloquear una IP atacando el servidor mediante iptables
485,10,openlibra-la-biblioteca-libre-online.md,'OpenLibra: La Biblioteca Libre Online tal como la esperabas'
468,10,como-configurar-dunst-un-daemon-de-notificaciones-altamente-configurable.markdown,"Cómo Configurar Dunst, Un Daemon De Notificaciones Altamente Configurable"
507,10,bodhi-ubuntuenlightenment-perfecto-para.md,"'Bodhi: Ubuntu+Enlightenment, perfecto para minimalistas'"
68,10,primeros-pasos-programando-con-kinect.markdown,Primeros Pasos Programando Con Kinect
81,10,whatsapp-mensajes-cifrados-extremo-a-extremo.markdown,'WhatsApp: Entendiendo Su Cifrado Extremo a Extremo'
38,10,eres-chica-y-te-gusta-la-informatica-participa-en-el-campus-ugrgoogle-para-chicas.md,"¿Eres chica y te gusta la informática?, participa en el campus UGR/Google para chicas"
555,10,instalacion-optimizacion-servidor-web-nginx-i.md,Instalación y optimización de un servidor web con Nginx (I)
36,10,buscar-archivos-con-locate-mediante-expresiones-regulares-complejas.md,Buscar archivos con locate mediante expresiones regulares
35,10,por-que-un-switch-es-mas-rapido-que-su-homologo-if-then-else.md,Por qué un switch es más rápido que su homólogo if-then-else
31,10,nueva-seccion-descarga-de-manuales.md,Nueva sección: Descarga de Manuales gratuitos
30,10,el-top-7-de-dilemas-que-enfrentan-los-desarrolladores-de-hoy.md,7 dilemas que enfrentan los desarrolladores de hoy
564,10,cronica-5-hackathon-de-la-osl-en-granada.md,Crónica del 5\xB0 hackathon de la OSL en Granada
565,10,organiza-tu-lista-de-tareas-con.md,Organiza tu lista de Tareas con Remember the Milk
268,10,como-conectar-tu-dispositivo-android-en.md,Cómo conectar tu dispositivo Android en Linux al adb para depurar y desarrollar  aplicaciones
24,10,recommended-books.md,Libros recomendados
569,10,los-desarrolladores-de-gnome-crean.md,Los desarrolladores de GNOME crean \u201CBoxes\u201D para la virtualización
23,10,como-configurar-un-servidor-dns2.md,Cómo configurar un servidor DNS - Parte 2 (La Zona Primaria)
571,10,gana-dinero-ofreciendo-manuales-de.md,Gana dinero ofreciendo manuales de todas las áreas de conocimiento a tus lectores con RevResponse
20,10,unhide-forensic-tool-encuentra-puertos-y-procesos-ocultos.md,'Unhide Forensic Tool: Encuentra puertos y procesos ocultos'
16,10,hackeando-tu-monitor-de-pantalla.markdown,Hackeando Tu Monitor De Pantalla
15,10,14-ejemplos-visualizacion-datos.markdown,15 Ejemplos De Las Mejores Visualizaciones De Datos
14,10,sustituir-los-enlaces-de-blogger-por-los-de-wordpress-al-migrar-de-plataforma.md,Sustituir los enlaces de blogger por los de WordPress al migrar de plataforma
578,10,ejemplos-nftables.markdown,Introducción Y Ejemplos De NfTables
13,10,como-cifrar-archivos-con-openssl.md,Cómo cifrar archivos con openssl
581,10,como-eliminar-tu-identidad-online-la-guia-fundamental-para-el-anonimato-y-la-seguridad-en-internet.md,Cómo eliminar tu identidad online: Guía Fundamental para el Anonimato  y Seguridad en Internet
12,10,como-hablitar-la-pagina-de-estado-en-nginx.md,Cómo habilitar la página de estado en Nginx
9,10,entendiendo-oauth-que-ocurre-cuando-te-loggeas-en-un-sitio-con-google-twitter-o-facebook.md,"Entendiendo OAuth: Qué ocurre cuando te loggeas en un sitio con Google, Twitter o Facebook"
3,10,que-es-un-nullpointerexception-y-como-solucionarlo.md,Qué es un NullPointerException y cómo solucionarlo
2,10,como-descargar-archivos-de-una-web-por-extension-con-wget.md,Cómo descargar archivos de una web por extensión con wget
1,10,hacking-y-seguridad-en-comunicaciones.md,Hacking y Seguridad en Comunicaciones Móviles GSM / GPRS / UMTS / LTE
41,10,enlaces-de-la-semana-i-2.md,Enlaces de la semana (I)
508,10,50-de-descuento-por-5-das-para-que-comiences-tu-aplicacin-para-android.markdown,50% De Descuento Por 5 Días Para Que Comiences Tu Aplicación Para Android
548,10,como-configurar-un-servidor-dns.md,Cómo configurar un servidor DNS - Parte 1 (Introducción)
544,10,biometria-seguridad-introduccion.markdown,Biometría Aplicada a La Seguridad - Introducción
78,10,copiar-archivos-recursivamente.md,Copiar archivos recursivamente
261,10,sqrl-secure-quick-reliable-login-a-fondo.markdown,SQRL -Secure Quick Reliable Login a Fondo
75,10,instalacion-optimizacion-servidor-web-nginx-ii.md,Instalación y optimización de un servidor web con Nginx (II)
513,10,por-que-es-linux-mas-rapido-que-windows.md,¿Por qué es Linux más rápido que Windows?
514,10,how-to-change-portage-folders-to-other-location.markdown,Cómo Cambiar El Directorio De Portage a Otro Directorio en Gentoo
74,10,7-cumpleanios.markdown,El Baúl Del Programador Cumple 7 Años
516,10,todo-lo-que-necesitas-saber-sobre-copyright-y-licencias-en-2-minutos.md,Todo lo que necesitas saber sobre Copyright y licencias en 2 minutos
70,10,informe-sobre-defensa-frente-a-ciberamenazas-2015-por-cyberedge-group.markdown,Informe Sobre Defensa Frente a Ciberamenazas 2015. Por CyberEdge Group
69,10,lo-mas-leido-en-elbauldelprogramador.md,Lo más leido en ElbaulDelProgramador (Noviembre 2011)
520,10,sincronizar-google-drive-en-linux-en-4-pasos.md,Sincronizar Google Drive en Linux en 4 pasos
521,10,optanetm-3d-nand-tecnologa-3d-xpoint-intel-ssds.markdown,"Intel Anuncia Sus Nuevos Discos Duros, 1000 Veces Más Rápidos Que Los SSDs"
284,10,aplicacion-localizacion-movil.markdown,3 Intervenciones Para Poner a Salvo Tu Teléfono Con Una Aplicación Para Localizar El Móvil
65,10,las-medallas-de-oro-en-las-olimpiadas-desde-1896-visualizadas.markdown,"Plumas Olímpicas, Visualización de las medallas Olímpicas desde 1896 hasta 2016"
61,10,por-que-nuestro-pc-necesita-un-firewall.md,Por qué nuestro PC necesita un firewall activado
60,10,cuarto-hackathon-de-proyectos-de.md,Cuarto Hackathon de proyectos de software libre de la UGR
58,10,java-open-source-se-mueve-a-linux-aix-en-powerpc.md,"Java Open Source se mueve a Linux, AIX en PowerPC"
531,10,regin-arquitectura-malware-de-primer-nivel-vigilancia-sigilosa.md,Regin - Arquitectura del Malware de primer nivel que permite una vigilancia sigilosa
57,10,chat-y-foros-de-proxima-generacion-de-pioneros-del-codigo-abierto.md,"Chat y Foros de Próxima Generación, de pioneros del Código Abierto"
54,10,por-que-gnulinux-no-es-solo-para-geeks.md,Por qué GNU/Linux no es solo para Geeks
538,10,biometria-seguridad-patrones.markdown,Biometría Aplicada a La Seguridad - Reconocimiento De Patrones
52,10,nueva-guia-administracion-avanzada-del.md,Guía gratuita: Administración Avanzada del Sistema Operativo GNU/Linux
540,10,selfcontrol-aparta-las-distracciones-de-tu-pc-cuando-estas-trabajando.md,"SelfControl, aparta las distracciones de tu pc cuando estás trabajando"
51,10,usos-del-boton-central-del-raton-use.md,Usos del botón central del ratón
542,10,que-significa-unknown-en-las-estadisticas-de-whos-amung.md,¿Qué significa &#8216;Unknown&#8217; en las estadísticas de Whos amung?
279,10,masterbranch-crea-tu-perfil-como.md,MasterBranch - Crea tu perfil como Programador y muestra todos tus proyectos
546,10,sistemas-biometricos.markdown,Biometría Aplicada a La Seguridad - Sistemas Biometricos
449,10,como-funciona-http2-protocolo-que-acelera-considerablemente-la-navegacion-web.md,"Cómo funciona HTTP/2, protocolo que acelerá considerablemente la navegación  Web"
589,10,como-depurar-una-aplicacion-en-django.md,Cómo depurar una aplicación en Django
377,10,firefox-40-para-linux-ya-dispone-de.md,Firefox 4.0 para Linux ya dispone de menú unificado
368,10,dig-chuleta-basica-de-comandos.md,Dig - Chuleta básica de comandos
369,10,top-10-de-herramientas-que-son-mejores-en-la-linea-de-comandos.md,10 de las Mejores Herramientas en la Línea de Comandos
232,10,bittorrent-sync-tus-archivos-sincronizados-sin-intermediarios.md,'BitTorrent Sync: Tus archivos sincronizados sin intermediarios'
371,10,moborobo-herramienta-de-administracion-integrada-para-android-en-el-pc.md,"Moborobo, herramienta de Administración Integrada para Android en el PC"
372,10,lo-ultimo-en-criptografia-fully-homomorphic-encryption.md,Lo último en criptografía: Fully Homomorphic Encryption
321,10,como-ocultar-la-version-de-bind-y-como-averiguarla.md,Cómo ocultar la versión de BIND (Y cómo averiguarla)
373,10,el-mapa-mundial-de-gnulinux-img.md,El gran Mapa mundial de GNU/Linux
374,10,compilar-e-instalar-el-kenerl-4-2.markdown,Compilar e Instalar El Kernel 4.2
375,10,todos-los-lugares-donde-deberias-habilitar-autenticacion-de-dos-factores-ahora-mismo.md,Todos los lugares donde deberías habilitar la Autenticación de Dos Factores ahora mismo
193,10,solucionar-android-calling-startactivity-from-outside-of-an-activity-context-requires-the-flag_activity_new_task-flag.md,Solucionar el error en Android Calling startActivity from outside of an Activity  context requires the FLAG_ACTIVITY_NEW_TASK flag
448,10,configurar-dos-pantallas-en-openbox.md,Configurar dos pantallas en OpenBox bajo CruchBang y wallpaper aleatorio
320,10,por-que-la-autentificacion-de-2-factores-depende-de-la-experiencia-del-usuario.md,Por qué la autentificación de 2 factores depende de la experiencia del usuario
189,10,como-hacer-que-google-deje-de-usar-tu.md,Cómo hacer que google deje de usar tu Wifi para obtener datos de geolocalización
185,10,desafio-de-ingenieria-inversa-en-c.md,Desafío de ingeniería inversa en C
184,10,algoritmos-de-caminos-cortos.md,Algoritmos de caminos cortos.
383,10,openlibra-biblioteca-libre-online.markdown,OpenLibra Cumple 5 Años Y Estrena Versión 2.0
183,10,logrando-el-anonimato-con-tor-parte-1.md,Logrando el anonimato con Tor (Parte 1)
386,10,como-enviar-los-emails-de-varmailroot-una-cuenta-de-correo.md,Cómo enviar los emails de /var/mail/root a una cuenta de correo
181,10,pon-dieta-tus-apks.md,Pon a dieta a tus APKs
176,10,diagramas-animados-de-numeros-factorizados.md,Diagramas animados de números factorizados en HTML5
250,10,por-que-se-cuelga-linux-al-copiar-ficheros-a-un-usb.markdown,¿Por Qué Se Cuelga Linux Al Copiar Ficheros a Un Usb?
174,10,programacion-abap-hola-mundo-en-reports.md,Programación ABAP: Hola Mundo en Reports
172,10,el-modelo-de-seguridad-de-ios-charla-del-nesg-en-la-ugr.md,El modelo de seguridad de iOS (Charla del NESG en la UGR)
367,10,un-poco-de-circuitos-registros-y-generadores-de-secuencia.md,"Un poco de circuitos, regístros y generadores de secuencia"
395,10,dejes-que-los-astronautas-de-arquitecturas-te-asusten.md,No dejes que los Astronautas de Arquitecturas te asusten
323,10,como-saber-si-tus-visitantes-usan-ad-block.md,Cómo saber si tus visitantes usan Ad-Block
364,10,el-top-500-de-los-supercomputadores-mas.md,El top 500 de los supercomputadores más potentes del mundo
337,10,sqrl-y-la-idea-de-eliminar-el-uso-de-usuario-y-contrasena-en-internet.md,SQRL y la idea de eliminar el uso de usuario y contraseña en internet
296,10,imponiendo-gpl-usando-tecnicas-de-judo.md,Imponiendo GPL usando técnicas de Judo
343,10,paperli-crea-tu-periodico-digital.md,Paper.li: Crea tu periódico digital automáticamente con lo más relevante de Twitter y Facebook
344,10,15-demostraciones-del-potencial-de.md,15 Demostraciones del potencial de HTML5
213,10,programacion-para-juegos-leccion-1.md,Programación para Juegos - Lección 1 - Instalando SDL
345,10,como-funciona-el-bitcoin-la-cripto-moneda.md,"Cómo funciona el Bitcoin, la cripto-moneda"
346,10,configurar-log4j2-en-netbeans-un-logger-para-java.md,"Configurar Log4j2 en Netbeans, un logger para Java"
204,10,tails-linux-importancia-privacidad.md,TAILS LINUX y la importancia de la privacidad
216,10,evaluando-el-estado-de-la-licencia-gpl.md,Evaluando el estado de la licencia GPL
203,10,crean-un-algoritmo-que-replica-tu-letra.markdown,Crean Un Algoritmo Que Replica Tu Letra
202,10,que-son-los-archivos-mkv-what-is-mkv.md,¿Que son los archivos mkv?
219,10,la-generacion-github-por-que-ahora-todos-estamos-en-el-opensource.md,La generación GitHub: Por qué ahora todos estamos en el opensource
220,10,tablet-vs-e-reader-cual-ganara.md,Tablet Vs e-Reader: ¿cuál ganará?
354,10,intel-buffer-overflow-control-flow-enforcement-technology-cet.markdown,Cómo Intel Va a Acabar Con Los Buffers Overflows Con Control-Flow Enforcement Technology (CET)
355,10,entendiendo-los-runlevel-en-debian-y-ubuntu.md,Entendiendo los runlevel en Debian
358,10,codificacion.md,Codificación
359,10,ifttt-disparar-tareas-mediante-eventos.md,'Ifttt: Disparar tareas mediante eventos producidos en redes sociales'
200,10,jugando-con-la-seccion-dtors-de-la-tabla-de-secciones-en-c.md,Jugando con las secciones .dtors y .ctors de la tabla de secciones en C
199,10,google-lanza-contributor-apoya-a-tus-webs-favoritas-sin-ver-anuncios.markdown,"Google Lanza Contributor, Apoya a Tus Webs Favoritas Sin Ver Anuncios"
362,10,cartel-del-google-io-extended-granada-organizado-por-el-gdg-granada.md,Cartel del Google I/O Extended Granada organizado por el GDG Granada
222,10,logrando-el-anonimato-con-tor-parte-2-proxies-y-servidores-de-dns.md,'Logrando el anonimato con Tor (Parte 2) : Proxies y servidores de DNS'
363,10,como-recuperar-el-imei-en-android.md,Cómo recuperar el IMEI en Android
325,10,guia-de-referencia-de-comandos.md,Guía de Referencia de comandos Unix/Linux [IMG]
196,10,los-origenes-de-los-simbolos-tecnologicos-mas-famosos-y-frecuentes.md,Los orígenes de los símbolos tecnológicos más famosos y frecuentes
297,10,investigadores-mas-cerca-de-usar-luz-en-lugar-de-cables-en-ordenadores.md,Investigadores más cerca de usar luz en lugar de cables en ordenadores
396,10,sincronizar-google-drive-en-linux-en-4-pasos-actualizacion.md,Sincronizar Google Drive en Linux en 4 pasos [Actualización]
171,10,introduccion-abap.md,Introducción a ABAP
146,10,videos-de-la-semana-unos-cuantos-cortos.md,Vídeos de la semana: Unos cuantos cortos y un time-lapse
290,10,editar-y-crear-archivos-cifrados-con-gpg-en-vim.md,Editar y crear archivos cifrados con GPG en Vim
428,10,google-io-extended-hackathon-html5.md,Google I/O Extended + Hackathon HTML5
143,10,activar-opciones-de-desarrollador-en-android-4-2.md,Cómo activar opciones de desarrollador en Android 4.2
430,10,actualizar-bios-de-asus-desde-linux.md,Actualizar BIOS de ASUS desde Linux
309,10,grub-customizer-20-personaliza-tu-grub2.md,"Grub Customizer 2.0, personaliza tu GRUB2"
274,10,los-10-mejores-frameworks-gratis-de-aplicaciones-web.md,Los 15 Mejores Frameworks gratuitos para Aplicaciones Web/Móvil [Actualizado]
135,10,nullpointerexception-facebook.markdown,Qué Esta Causando Un NullPointerException en Facebook E Internet y cómo solucionarlo
242,10,mi-experiencia-en-el-3-hackathon-de-la.md,Mi experiencia en el 3\xBA Hackathon de la Universidad de Granada
434,10,saltarse-la-autentificacion-de-dos-factores-de-google.md,Saltarse la autentificación de dos factores de Google
310,10,bloquear-ataques-de-fuerza-bruta-en-nginx-y-wordpress-con-fail2ban.md,Bloquear ataques de fuerza bruta en Nginx y WordPress con Fail2Ban
435,10,humanstxt-creator-somos-personas-no.md,"Humanstxt Creator. Somos personas, no máquinas"
437,10,sorteo-wordpress.md,Sorteamos 10 matrículas gratuitas para cursos de desarrollo WordPress y cupones de descuento
252,10,nvidia-prepara-tegra3-4-nucleos.md,"NVIDIA prepara Tegra3, 4 núcleos"
244,10,juegos-linux-clockwork-man-1-y-2.md,"Juegos Linux, The Clockwork Man 1 y 2"
440,10,programacion-android-strictmode.md,Programación Android: StrictMode
131,10,como-mejorar-el-rendimiento-de-windows-8.md,Cómo mejorar el rendimiento de Windows 8
442,10,como-programar-app-moviles-para-pymes-sin-salir-de-casa.md,Cómo programar apps móviles para pymes sin salir de casa
304,10,3-juegos-para-linux.md,3 Juegos para Linux
303,10,estructura-y-seguridad-de-los-qr-codes.md,Estructura y seguridad de los QR Codes
447,10,el-riesgo-de-las-urls-cortas-risk-of.md,El riesgo de las URLs cortas
245,10,practica-3-bomba-digital-desensambladores.md,Desafío de ingeniería inversa en C. Soluciones
134,10,my-first-game-jam-unlimitosis.md,Mi experiencia en la GameJam 2017 
150,10,lo-que-se-viene-en-programacion-funcional-de-java.md,Lo que se viene en programación funcional de Java&#8230;
149,10,como-recuperar-datos-borrados-de-un-disco.markdown,Cómo Recuperar Datos Borrados De Un Disco
153,10,enlaces-de-la-semana-i.md,Enlaces de la semana ( I )
170,10,informacion-del-boicot-wikileaks.md,Recopilación de Información del Boicot a WikiLeaks
399,10,odias-java-estas-peleando-una-batalla-equivocada.md,¿Odias Java? Estás peleando una batalla equivocada
400,10,obtener-dimension-imagen-internet-url.markdown,Cómo Obtener La Dimensión De Una Imagen en Internet
401,10,aplicacion-mensajeria-movil-segura-whatsapp-signal-allo.markdown,¿Qué Aplicación De Mensajería Móvil Es Más Segura?
